,LocationDesc,Question,YearStart,Age (years),Education,Gender,Income,Race/Ethnicity,Total
173,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017,22.53333333333333,20.9,22.2,20.714285714285715,22.728571428571428,22.1
174,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2019,25.5,24.225,25.5,24.099999999999998,24.32857142857143,25.5
175,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2023,33.4,31.75,33.349999999999994,29.914285714285715,32.77142857142857,33.3
176,Arizona,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,32.93333333333333,31.95,33.05,32.74285714285714,35.18333333333333,33.1
177,Arizona,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2013,33.5,32.3,34.05,33.31428571428571,29.7,34.0
178,Arizona,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2015,32.583333333333336,32.575,33.4,32.4,33.1,33.4
179,Arizona,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,32.36666666666667,31.800000000000004,33.0,32.05714285714286,30.642857142857142,33.0
180,Arizona,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2019,34.06666666666667,33.975,35.05,33.57142857142857,33.885714285714286,35.0
181,Arizona,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2023,43.583333333333336,42.825,44.8,42.74285714285714,40.457142857142856,44.8
182,Arizona,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2011,32.833333333333336,30.875,32.55,31.557142857142857,37.449999999999996,32.5
183,Arizona,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2013,31.650000000000002,29.85,31.049999999999997,29.942857142857143,30.619999999999997,31.0
184,Arizona,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2015,31.21666666666667,29.525,30.799999999999997,29.74285714285714,32.15714285714286,30.7
185,Arizona,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017,32.35,29.775,31.55,29.957142857142856,32.51428571428571,31.5
186,Arizona,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2019,38.1,36.95,37.75,37.31428571428571,36.51428571428571,37.7
187,Arizona,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2023,45.449999999999996,43.575,45.0,42.07142857142857,45.74285714285714,44.9
188,Arizona,Percent of adults who engage in no leisure-time physical activity,2011,24.266666666666666,25.175,24.1,24.87142857142857,23.96666666666667,24.1
189,Arizona,Percent of adults who engage in no leisure-time physical activity,2012,21.766666666666666,24.1,22.5,22.97142857142857,25.214285714285715,22.6
190,Arizona,Percent of adults who engage in no leisure-time physical activity,2013,25.28333333333333,27.275,25.15,25.942857142857143,28.860000000000003,25.2
191,Arizona,Percent of adults who engage in no leisure-time physical activity,2014,20.916666666666668,22.425,21.2,22.0,23.271428571428572,21.2
192,Arizona,Percent of adults who engage in no leisure-time physical activity,2015,24.516666666666666,25.825,24.700000000000003,25.771428571428572,26.571428571428573,24.7
193,Arizona,Percent of adults who engage in no leisure-time physical activity,2016,22.46666666666667,25.2,23.049999999999997,24.357142857142858,24.928571428571427,23.1
194,Arizona,Percent of adults who engage in no leisure-time physical activity,2017,24.316666666666666,26.525,25.0,27.028571428571432,26.75714285714286,25.1
195,Arizona,Percent of adults who engage in no leisure-time physical activity,2018,21.516666666666666,23.475,22.05,24.24285714285714,22.142857142857142,22.1
196,Arizona,Percent of adults who engage in no leisure-time physical activity,2019,23.683333333333334,25.95,24.049999999999997,26.157142857142855,24.47142857142857,24.1
197,Arizona,Percent of adults who engage in no leisure-time physical activity,2020,21.683333333333334,24.425,22.35,24.585714285714285,23.385714285714283,22.4
198,Arizona,Percent of adults who engage in no leisure-time physical activity,2021,22.349999999999998,24.6,22.65,25.485714285714288,23.457142857142856,22.7
199,Arizona,Percent of adults who engage in no leisure-time physical activity,2022,22.71666666666667,26.25,23.35,26.057142857142857,21.833333333333332,23.4
200,Arizona,Percent of adults who engage in no leisure-time physical activity,2023,20.3,23.825,21.2,25.842857142857138,22.557142857142857,21.3
201,Arizona,Percent of adults who report consuming fruit less than one time daily,2017,37.56666666666667,37.675,37.3,38.357142857142854,36.628571428571426,37.2
202,Arizona,Percent of adults who report consuming fruit less than one time daily,2019,39.166666666666664,38.225,38.55,39.24285714285714,38.17142857142857,38.5
203,Arizona,Percent of adults who report consuming fruit less than one time daily,2021,42.56666666666667,41.35,41.65,41.84285714285714,42.51428571428572,41.6
204,Arizona,Percent of adults who report consuming vegetables less than one time daily,2017,21.266666666666666,22.75,20.8,22.099999999999998,20.114285714285717,20.8
205,Arizona,Percent of adults who report consuming vegetables less than one time daily,2019,22.416666666666668,23.25,21.9,23.485714285714288,21.614285714285717,21.9
206,Arizona,Percent of adults who report consuming vegetables less than one time daily,2021,22.05,24.5,21.75,23.7,19.571428571428573,21.7
207,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,2011,33.766666666666666,33.875,33.95,34.357142857142854,34.6,33.9
208,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,2012,33.88333333333333,34.150000000000006,34.2,34.65714285714286,32.58,34.2
209,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,2013,34.5,35.675,35.25,35.5,33.64,35.3
210,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,2014,34.31666666666667,34.5,34.7,34.81428571428572,29.880000000000003,34.7
211,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,2015,34.46666666666667,34.825,35.0,34.785714285714285,33.68,35.0
212,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,2016,31.683333333333334,32.1,32.5,31.87142857142857,33.839999999999996,32.5
213,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,2017,35.199999999999996,36.074999999999996,35.25,35.52857142857143,39.34,35.4
214,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,2018,32.61666666666667,33.5,33.3,32.55714285714286,34.2,33.3
215,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,2019,32.68333333333333,33.35,33.2,32.871428571428574,30.433333333333334,33.2
216,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,2020,30.100000000000005,30.975,30.75,30.085714285714285,28.660000000000004,30.9
217,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,2021,31.150000000000002,32.625,31.7,31.628571428571426,32.64,31.7
218,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,2022,33.13333333333333,33.9,33.599999999999994,32.57142857142857,34.68,33.6
219,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,2023,31.21666666666667,31.375,31.75,31.557142857142857,26.4,31.8
220,Arkansas,Percent of adults aged 18 years and older who have obesity,2011,30.766666666666666,30.375,30.95,30.914285714285715,26.639999999999997,30.9
221,Arkansas,Percent of adults aged 18 years and older who have obesity,2012,34.61666666666667,34.575,34.55,34.2,38.9,34.5
222,Arkansas,Percent of adults aged 18 years and older who have obesity,2013,34.78333333333333,34.325,34.650000000000006,34.58571428571428,35.04,34.6
223,Arkansas,Percent of adults aged 18 years and older who have obesity,2014,35.65,35.275,35.9,36.01428571428571,42.720000000000006,35.9
224,Arkansas,Percent of adults aged 18 years and older who have obesity,2015,34.18333333333333,34.4,34.5,34.94285714285714,35.58,34.5
225,Arkansas,Percent of adults aged 18 years and older who have obesity,2016,35.949999999999996,35.125,35.75,36.01428571428571,34.38,35.7
226,Arkansas,Percent of adults aged 18 years and older who have obesity,2017,34.550000000000004,34.925,35.099999999999994,35.15714285714286,36.480000000000004,35.0
227,Arkansas,Percent of adults aged 18 years and older who have obesity,2018,37.18333333333333,36.8,37.15,37.75714285714286,39.94,37.1
228,Arkansas,Percent of adults aged 18 years and older who have obesity,2019,37.4,37.65,37.45,37.785714285714285,36.28333333333333,37.4
229,Arkansas,Percent of adults aged 18 years and older who have obesity,2020,36.65,35.5,36.45,37.18571428571429,35.739999999999995,36.4
230,Arkansas,Percent of adults aged 18 years and older who have obesity,2021,38.766666666666666,37.225,38.650000000000006,39.65714285714286,35.760000000000005,38.7
231,Arkansas,Percent of adults aged 18 years and older who have obesity,2022,37.63333333333333,36.225,37.45,38.42857142857143,38.2,37.4
232,Arkansas,Percent of adults aged 18 years and older who have obesity,2023,40.31666666666667,40.475,40.05,40.800000000000004,44.52,40.0
233,Arkansas,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,46.1,45.45,45.75,46.18571428571429,46.975,45.7
234,Arkansas,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2013,41.449999999999996,41.25,41.349999999999994,41.457142857142856,38.9,41.2
235,Arkansas,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2015,45.6,44.325,45.2,44.67142857142857,48.78,45.1
236,Arkansas,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,45.333333333333336,44.775,45.45,44.58571428571429,44.6,45.4
237,Arkansas,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2019,46.53333333333333,46.7,46.95,46.05714285714286,47.166666666666664,46.8
238,Arkansas,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2023,52.949999999999996,50.3,52.85,51.800000000000004,48.22,52.8
